family_id,instrument,orb_time,direction,rr,sl_mode,trades,wins,losses,win_rate,avg_r,total_r,max_drawdown,profit_factor,split1_trades,split1_avg_r,split2_trades,split2_avg_r,split3_trades,split3_avg_r,positive_splits,stability_flag
MGC_1000_DOWN_6.0R_HALF,MGC,1000,DOWN,6.0,HALF,481,54,426,11.226611226611228,-0.21205821205821207,-102.0,119.0,0.7605633802816901,173,-0.27167630057803466,155,-0.05161290322580645,153,-0.30718954248366015,0,UNSTABLE
MGC_0900_DOWN_8.0R_FULL,MGC,0900,DOWN,8.0,FULL,474,40,423,8.438818565400844,-0.21729957805907174,-103.0,114.0,0.7565011820330969,168,-0.2976190476190476,155,-0.36774193548387096,151,0.026490066225165563,1,UNSTABLE
MGC_2300_UP_6.0R_FULL,MGC,2300,UP,6.0,FULL,412,38,325,9.223300970873787,-0.2354368932038835,-97.0,111.0,0.7015384615384616,141,-0.2765957446808511,133,-0.2556390977443609,138,-0.17391304347826086,0,UNSTABLE
MGC_1800_DOWN_8.0R_HALF,MGC,1800,DOWN,8.0,HALF,453,38,411,8.388520971302428,-0.23620309050772628,-107.0,114.0,0.7396593673965937,154,-0.05844155844155844,148,-0.44594594594594594,151,-0.2119205298013245,0,UNSTABLE
MGC_1100_UP_8.0R_FULL,MGC,1100,UP,8.0,FULL,478,34,392,7.112970711297072,-0.2510460251046025,-120.0,120.0,0.6938775510204082,165,-0.38181818181818183,159,0.025157232704402517,154,-0.3961038961038961,1,UNSTABLE
MGC_1100_DOWN_8.0R_FULL,MGC,1100,DOWN,8.0,FULL,459,32,399,6.971677559912854,-0.3115468409586057,-143.0,147.0,0.6416040100250626,160,-0.375,141,-0.20567375886524822,158,-0.34177215189873417,0,UNSTABLE
MGC_1800_DOWN_6.0R_FULL,MGC,1800,DOWN,6.0,FULL,453,42,397,9.271523178807946,-0.3200883002207506,-145.0,157.0,0.6347607052896725,154,-0.24025974025974026,148,-0.36486486486486486,151,-0.3576158940397351,0,UNSTABLE
MGC_1800_DOWN_8.0R_FULL,MGC,1800,DOWN,8.0,FULL,453,32,402,7.06401766004415,-0.32229580573951433,-146.0,166.0,0.6368159203980099,154,-0.19480519480519481,148,-0.4189189189189189,151,-0.3576158940397351,0,UNSTABLE
MGC_2300_DOWN_8.0R_FULL,MGC,2300,DOWN,8.0,FULL,386,19,298,4.922279792746114,-0.37823834196891193,-146.0,171.0,0.5100671140939598,141,-0.40425531914893614,126,-0.6031746031746031,119,-0.1092436974789916,0,UNSTABLE
MGC_0030_UP_2.0R_HALF,MGC,0030,UP,2.0,HALF,518,93,425,17.953667953667953,-0.4613899613899614,-239.0,239.0,0.4376470588235294,175,-0.4,169,-0.48520710059171596,174,-0.5,0,UNSTABLE
MGC_2300_UP_8.0R_FULL,MGC,2300,UP,8.0,FULL,412,16,330,3.8834951456310676,-0.49029126213592233,-202.0,205.0,0.3878787878787879,141,-0.44680851063829785,133,-0.5037593984962406,138,-0.5217391304347826,0,UNSTABLE
MGC_0030_UP_2.5R_HALF,MGC,0030,UP,2.5,HALF,518,73,444,14.092664092664092,-0.5048262548262549,-261.5,261.5,0.41103603603603606,175,-0.4342857142857143,169,-0.5650887573964497,174,-0.5172413793103449,0,UNSTABLE
MGC_0030_DOWN_2.0R_HALF,MGC,0030,DOWN,2.0,HALF,515,84,430,16.310679611650485,-0.5087378640776699,-262.0,265.0,0.39069767441860465,175,-0.5657142857142857,168,-0.5178571428571429,172,-0.4418604651162791,0,UNSTABLE
MGC_0030_UP_3.0R_HALF,MGC,0030,UP,3.0,HALF,518,61,456,11.776061776061777,-0.527027027027027,-273.0,273.0,0.40131578947368424,175,-0.49142857142857144,169,-0.5266272189349113,174,-0.5632183908045977,0,UNSTABLE
MGC_0030_UP_2.0R_FULL,MGC,0030,UP,2.0,FULL,518,78,431,15.057915057915059,-0.5308880308880309,-275.0,275.0,0.3619489559164733,175,-0.46285714285714286,169,-0.5443786982248521,174,-0.5862068965517241,0,UNSTABLE
MGC_0030_DOWN_2.5R_HALF,MGC,0030,DOWN,2.5,HALF,515,66,446,12.815533980582524,-0.545631067961165,-281.0,285.0,0.36995515695067266,175,-0.6028571428571429,168,-0.5833333333333334,172,-0.45058139534883723,0,UNSTABLE
MGC_0030_DOWN_2.0R_FULL,MGC,0030,DOWN,2.0,FULL,515,70,434,13.592233009708737,-0.570873786407767,-294.0,297.0,0.3225806451612903,175,-0.6457142857142857,168,-0.5476190476190477,172,-0.5174418604651163,0,UNSTABLE
MGC_0030_UP_4.0R_HALF,MGC,0030,UP,4.0,HALF,518,42,472,8.108108108108109,-0.5868725868725869,-304.0,304.0,0.3559322033898305,175,-0.5885714285714285,169,-0.5207100591715976,174,-0.6494252873563219,0,UNSTABLE
MGC_0030_UP_2.5R_FULL,MGC,0030,UP,2.5,FULL,518,53,451,10.231660231660232,-0.6148648648648649,-318.5,319.0,0.29379157427937913,175,-0.5457142857142857,169,-0.6242603550295858,174,-0.6752873563218391,0,UNSTABLE
MGC_0030_DOWN_2.5R_FULL,MGC,0030,DOWN,2.5,FULL,515,46,456,8.932038834951456,-0.6621359223300971,-341.0,343.5,0.25219298245614036,175,-0.6914285714285714,168,-0.6785714285714286,172,-0.6162790697674418,0,UNSTABLE
MGC_0030_UP_3.0R_FULL,MGC,0030,UP,3.0,FULL,518,40,463,7.722007722007722,-0.6621621621621622,-343.0,343.0,0.2591792656587473,175,-0.6,169,-0.6627218934911243,174,-0.7241379310344828,0,UNSTABLE
MGC_0030_DOWN_3.0R_HALF,MGC,0030,DOWN,3.0,HALF,515,40,471,7.766990291262135,-0.6815533980582524,-351.0,356.0,0.25477707006369427,175,-0.7542857142857143,168,-0.6607142857142857,172,-0.627906976744186,0,UNSTABLE
MGC_0030_UP_4.0R_FULL,MGC,0030,UP,4.0,FULL,518,26,476,5.019305019305019,-0.7181467181467182,-372.0,372.0,0.2184873949579832,175,-0.68,169,-0.727810650887574,174,-0.7471264367816092,0,UNSTABLE
MGC_0030_DOWN_4.0R_HALF,MGC,0030,DOWN,4.0,HALF,515,26,485,5.048543689320388,-0.7398058252427184,-381.0,385.0,0.21443298969072164,175,-0.7257142857142858,168,-0.7559523809523809,172,-0.7383720930232558,0,UNSTABLE
MGC_0030_UP_6.0R_HALF,MGC,0030,UP,6.0,HALF,518,18,495,3.474903474903475,-0.747104247104247,-387.0,387.0,0.21818181818181817,175,-0.7085714285714285,169,-0.6982248520710059,174,-0.8333333333333334,0,UNSTABLE
MGC_0030_DOWN_3.0R_FULL,MGC,0030,DOWN,3.0,FULL,515,27,474,5.242718446601942,-0.7631067961165049,-393.0,393.0,0.17088607594936708,175,-0.7828571428571428,168,-0.7559523809523809,172,-0.75,0,UNSTABLE
MGC_0030_UP_8.0R_HALF,MGC,0030,UP,8.0,HALF,518,12,499,2.3166023166023164,-0.777992277992278,-403.0,403.0,0.19238476953907815,175,-0.68,169,-0.7692307692307693,174,-0.8850574712643678,0,UNSTABLE
MGC_0030_DOWN_4.0R_FULL,MGC,0030,DOWN,4.0,FULL,515,17,482,3.300970873786408,-0.8038834951456311,-414.0,415.0,0.14107883817427386,175,-0.88,168,-0.7559523809523809,172,-0.7732558139534884,0,UNSTABLE
MGC_0030_UP_6.0R_FULL,MGC,0030,UP,6.0,FULL,518,11,488,2.1235521235521233,-0.8146718146718147,-422.0,422.0,0.13524590163934427,175,-0.6857142857142857,169,-0.8698224852071006,174,-0.8908045977011494,0,UNSTABLE
MGC_0030_DOWN_6.0R_HALF,MGC,0030,DOWN,6.0,HALF,515,10,499,1.9417475728155338,-0.8524271844660194,-439.0,439.0,0.12024048096192384,175,-0.8571428571428571,168,-0.8690476190476191,172,-0.8313953488372093,0,UNSTABLE
MGC_0030_UP_8.0R_FULL,MGC,0030,UP,8.0,FULL,518,5,492,0.9652509652509652,-0.8725868725868726,-452.0,452.0,0.08130081300813008,175,-0.8057142857142857,169,-0.8994082840236687,174,-0.9137931034482759,0,UNSTABLE
MGC_0030_DOWN_6.0R_FULL,MGC,0030,DOWN,6.0,FULL,515,5,491,0.9708737864077669,-0.8951456310679612,-461.0,461.0,0.06109979633401222,175,-0.96,168,-0.9107142857142857,172,-0.813953488372093,0,UNSTABLE
MGC_0030_DOWN_8.0R_HALF,MGC,0030,DOWN,8.0,HALF,515,5,503,0.9708737864077669,-0.8990291262135922,-463.0,463.0,0.07952286282306163,175,-0.9257142857142857,168,-0.9345238095238095,172,-0.8372093023255814,0,UNSTABLE
MGC_0030_DOWN_8.0R_FULL,MGC,0030,DOWN,8.0,FULL,515,2,494,0.3883495145631068,-0.9281553398058252,-478.0,478.0,0.032388663967611336,175,-0.96,168,-0.9523809523809523,172,-0.872093023255814,0,UNSTABLE
