orb_time,duration_min,sl_mode,rr,direction,trades,wins,win_rate,avg_r,total_r,annual_r,median_hold_hours,up_trades,down_trades,up_win_rate,down_win_rate
10:00,15,QUARTER,4.0,ANY,523,185,0.35372848948374763,0.768642447418738,402.0,201.0,0.13333333333333333,271,252,0.4022140221402214,0.30158730158730157
10:00,5,QUARTER,5.0,ANY,523,154,0.2944550669216061,0.7667304015296367,401.0,200.5,0.08333333333333333,247,276,0.3603238866396761,0.23550724637681159
10:00,5,HALF,4.0,UP,247,87,0.3522267206477733,0.7611336032388664,188.0,94.0,0.25,247,0,0.3522267206477733,0.0
10:00,10,HALF,5.0,UP,266,78,0.2932330827067669,0.7593984962406015,202.0,101.0,0.4166666666666667,266,0,0.2932330827067669,0.0
09:00,5,QUARTER,6.0,ANY,523,131,0.25047801147227533,0.7533460803059273,394.0,197.0,0.11666666666666667,273,250,0.2600732600732601,0.24
09:00,5,QUARTER,2.0,ANY,523,304,0.5812619502868069,0.7437858508604207,389.0,194.5,0.03333333333333333,273,250,0.5860805860805861,0.576
10:00,5,QUARTER,6.0,ANY,523,130,0.248565965583174,0.739961759082218,387.0,193.5,0.1,247,276,0.29959514170040485,0.2028985507246377
10:00,5,QUARTER,2.0,ANY,523,303,0.5793499043977055,0.7380497131931166,386.0,193.0,0.03333333333333333,247,276,0.5991902834008097,0.5615942028985508
10:00,5,QUARTER,4.0,ANY,523,181,0.34608030592734224,0.7304015296367112,382.0,191.0,0.06666666666666667,247,276,0.41295546558704455,0.286231884057971
10:00,15,QUARTER,10.0,ANY,522,82,0.15708812260536398,0.7279693486590039,380.0,190.0,0.21666666666666667,270,252,0.17037037037037037,0.14285714285714285
10:00,5,QUARTER,2.5,ANY,523,258,0.4933078393881453,0.7265774378585086,380.0,190.0,0.05,247,276,0.5425101214574899,0.4492753623188406
11:00,5,QUARTER,1.5,ANY,523,358,0.6845124282982792,0.7112810707456979,372.0,186.0,0.016666666666666666,267,256,0.7528089887640449,0.61328125
11:00,10,QUARTER,10.0,ANY,521,81,0.15547024952015356,0.710172744721689,370.0,185.0,0.21666666666666667,264,257,0.18181818181818182,0.12840466926070038
09:00,10,QUARTER,3.0,ANY,523,223,0.42638623326959846,0.7055449330783938,369.0,184.5,0.1,272,251,0.43014705882352944,0.42231075697211157
10:00,5,QUARTER,3.0,ANY,523,223,0.42638623326959846,0.7055449330783938,369.0,184.5,0.05,247,276,0.4898785425101215,0.3695652173913043
09:00,10,QUARTER,8.0,ANY,523,99,0.18929254302103252,0.7036328871892925,368.0,184.0,0.18333333333333332,272,251,0.16911764705882354,0.21115537848605578
10:00,30,QUARTER,6.0,ANY,522,127,0.24329501915708812,0.7030651340996169,367.0,183.5,0.23333333333333334,292,230,0.2602739726027397,0.2217391304347826
09:00,10,QUARTER,4.0,ANY,523,177,0.3384321223709369,0.6921606118546845,362.0,181.0,0.11666666666666667,272,251,0.3272058823529412,0.350597609561753
10:00,15,QUARTER,2.5,ANY,523,252,0.4818355640535373,0.6864244741873805,359.0,179.5,0.1,271,252,0.5424354243542435,0.4166666666666667
11:00,10,QUARTER,8.0,ANY,523,98,0.18738049713193117,0.6864244741873805,359.0,179.5,0.21666666666666667,266,257,0.19924812030075187,0.17509727626459143
10:00,5,HALF,3.0,UP,247,104,0.42105263157894735,0.6842105263157895,169.0,84.5,0.18333333333333332,247,0,0.42105263157894735,0.0
09:00,10,QUARTER,5.0,ANY,523,146,0.27915869980879543,0.6749521988527725,353.0,176.5,0.15,272,251,0.25735294117647056,0.30278884462151395
10:00,15,QUARTER,3.0,ANY,523,219,0.4187380497131931,0.6749521988527725,353.0,176.5,0.1,271,252,0.4797047970479705,0.3531746031746032
11:00,10,QUARTER,6.0,ANY,523,125,0.2390057361376673,0.6730401529636711,352.0,176.0,0.18333333333333332,266,257,0.2556390977443609,0.22178988326848248
09:00,10,QUARTER,2.5,ANY,523,248,0.47418738049713194,0.6596558317399618,345.0,172.5,0.08333333333333333,272,251,0.4889705882352941,0.4581673306772908
10:00,10,QUARTER,2.5,ANY,523,248,0.47418738049713194,0.6596558317399618,345.0,172.5,0.06666666666666667,266,257,0.5263157894736842,0.42023346303501946
09:00,15,QUARTER,3.0,ANY,523,215,0.4110898661567878,0.6443594646271511,337.0,168.5,0.11666666666666667,269,254,0.4163568773234201,0.40551181102362205
10:00,10,QUARTER,3.0,ANY,523,215,0.4110898661567878,0.6443594646271511,337.0,168.5,0.08333333333333333,266,257,0.4699248120300752,0.35019455252918286
10:00,30,QUARTER,5.0,ANY,522,143,0.2739463601532567,0.6436781609195402,336.0,168.0,0.2,292,230,0.2945205479452055,0.24782608695652175
11:00,5,HALF,5.0,UP,267,73,0.27340823970037453,0.6404494382022472,171.0,85.5,0.36666666666666664,267,0,0.27340823970037453,0.0
10:00,5,QUARTER,1.5,ANY,523,343,0.655831739961759,0.6395793499043977,334.5,167.25,0.016666666666666666,247,276,0.6761133603238867,0.6376811594202898
09:00,5,QUARTER,8.0,ANY,523,95,0.18164435946462715,0.6347992351816444,332.0,166.0,0.15,273,250,0.19413919413919414,0.168
10:00,30,QUARTER,4.0,ANY,523,171,0.32695984703632885,0.6347992351816444,332.0,166.0,0.18333333333333332,292,231,0.3424657534246575,0.30735930735930733
10:00,5,HALF,10.0,ANY,521,77,0.14779270633397312,0.6257197696737045,326.0,163.0,0.2833333333333333,246,275,0.2032520325203252,0.09818181818181818
09:00,10,QUARTER,2.0,ANY,523,281,0.5372848948374761,0.6118546845124283,320.0,160.0,0.05,272,251,0.5441176470588235,0.5298804780876494
09:00,5,QUARTER,1.5,ANY,523,336,0.6424474187380497,0.6061185468451242,317.0,158.5,0.03333333333333333,273,250,0.6446886446886447,0.64
09:00,10,QUARTER,6.0,ANY,523,120,0.2294455066921606,0.6061185468451242,317.0,158.5,0.15,272,251,0.20220588235294118,0.2589641434262948
09:00,15,QUARTER,2.5,ANY,523,240,0.4588910133843212,0.6061185468451242,317.0,158.5,0.1,269,254,0.4684014869888476,0.44881889763779526
09:00,15,QUARTER,4.0,ANY,523,168,0.32122370936902483,0.6061185468451242,317.0,158.5,0.13333333333333333,269,254,0.3159851301115242,0.32677165354330706
10:00,15,QUARTER,2.0,ANY,523,280,0.5353728489483748,0.6061185468451242,317.0,158.5,0.06666666666666667,271,252,0.5830258302583026,0.48412698412698413
10:00,10,HALF,4.0,UP,266,85,0.31954887218045114,0.5977443609022557,159.0,79.5,0.375,266,0,0.31954887218045114,0.0
11:00,10,QUARTER,5.0,ANY,523,139,0.26577437858508607,0.5946462715105163,311.0,155.5,0.15,266,257,0.2932330827067669,0.23735408560311283
10:00,10,HALF,3.0,UP,266,106,0.39849624060150374,0.5939849624060151,158.0,79.0,0.3,266,0,0.39849624060150374,0.0
09:00,10,HALF,4.0,DOWN,251,80,0.3187250996015936,0.5936254980079682,149.0,74.5,0.45,0,251,0.0,0.3187250996015936
10:00,10,HALF,2.0,UP,266,141,0.5300751879699248,0.5902255639097744,157.0,78.5,0.19166666666666665,266,0,0.5300751879699248,0.0
10:00,30,QUARTER,8.0,ANY,521,92,0.1765834932821497,0.5892514395393474,307.0,153.5,0.25,291,230,0.17525773195876287,0.1782608695652174
10:00,10,QUARTER,2.0,ANY,523,277,0.5296367112810707,0.5889101338432122,308.0,154.0,0.05,266,257,0.575187969924812,0.48249027237354086
11:00,10,QUARTER,3.0,ANY,523,207,0.39579349904397704,0.5831739961759083,305.0,152.5,0.1,266,257,0.4398496240601504,0.35019455252918286
10:00,5,HALF,2.0,UP,247,130,0.5263157894736842,0.5789473684210527,143.0,71.5,0.11666666666666667,247,0,0.5263157894736842,0.0
09:00,5,QUARTER,10.0,ANY,523,75,0.14340344168260039,0.5774378585086042,302.0,151.0,0.15,273,250,0.1575091575091575,0.128
10:00,30,QUARTER,3.0,ANY,523,206,0.3938814531548757,0.5755258126195029,301.0,150.5,0.13333333333333333,292,231,0.3972602739726027,0.38961038961038963
11:00,5,HALF,4.0,UP,267,84,0.3146067415730337,0.5730337078651685,153.0,76.5,0.2833333333333333,267,0,0.3146067415730337,0.0
10:00,5,FULL,5.0,UP,245,64,0.2612244897959184,0.5673469387755102,139.0,69.5,0.7333333333333333,245,0,0.2612244897959184,0.0
10:00,30,QUARTER,10.0,ANY,520,74,0.1423076923076923,0.5653846153846154,294.0,147.0,0.26666666666666666,291,229,0.14432989690721648,0.13973799126637554
09:00,15,QUARTER,2.0,ANY,523,271,0.5181644359464627,0.5544933078393881,290.0,145.0,0.06666666666666667,269,254,0.5130111524163569,0.5236220472440944
11:00,10,QUARTER,2.5,ANY,523,232,0.4435946462715105,0.5525812619502868,289.0,144.5,0.08333333333333333,266,257,0.5,0.3852140077821012
11:00,5,HALF,6.0,ANY,522,115,0.22030651340996169,0.5421455938697318,283.0,141.5,0.38333333333333336,266,256,0.23308270676691728,0.20703125
10:00,15,QUARTER,1.5,ANY,523,322,0.615678776290631,0.5391969407265774,282.0,141.0,0.05,271,252,0.6568265682656826,0.5714285714285714
11:00,10,QUARTER,4.0,ANY,523,161,0.3078393881453155,0.5391969407265774,282.0,141.0,0.13333333333333333,266,257,0.34210526315789475,0.2723735408560311
11:00,5,HALF,5.0,ANY,523,134,0.25621414913957935,0.5372848948374761,281.0,140.5,0.35,267,256,0.27340823970037453,0.23828125
11:00,5,QUARTER,1.0,ANY,523,402,0.768642447418738,0.5372848948374761,281.0,140.5,0.016666666666666666,267,256,0.8014981273408239,0.734375
09:00,10,QUARTER,10.0,ANY,523,73,0.13957934990439771,0.5353728489483748,280.0,140.0,0.2,272,251,0.12867647058823528,0.15139442231075698
10:00,10,QUARTER,1.5,ANY,523,321,0.6137667304015296,0.5344168260038241,279.5,139.75,0.03333333333333333,266,257,0.6541353383458647,0.5719844357976653
10:00,30,QUARTER,2.5,ANY,523,229,0.4378585086042065,0.5325047801147228,278.5,139.25,0.13333333333333333,292,231,0.4452054794520548,0.42857142857142855
10:00,15,QUARTER,1.0,ANY,523,400,0.7648183556405354,0.5296367112810707,277.0,138.5,0.016666666666666666,271,252,0.7712177121771218,0.7579365079365079
10:00,10,FULL,5.0,UP,263,67,0.25475285171102663,0.5285171102661597,139.0,69.5,0.9333333333333333,263,0,0.25475285171102663,0.0
11:00,5,HALF,2.0,UP,267,136,0.5093632958801498,0.5280898876404494,141.0,70.5,0.13333333333333333,267,0,0.5093632958801498,0.0
11:00,5,HALF,3.0,UP,267,102,0.38202247191011235,0.5280898876404494,141.0,70.5,0.21666666666666667,267,0,0.38202247191011235,0.0
09:00,15,QUARTER,5.0,ANY,523,133,0.25430210325047803,0.5258126195028681,275.0,137.5,0.16666666666666666,269,254,0.24907063197026022,0.25984251968503935
11:00,5,HALF,2.5,ANY,523,228,0.4359464627151052,0.5258126195028681,275.0,137.5,0.18333333333333332,267,256,0.45318352059925093,0.41796875
11:00,10,QUARTER,2.0,ANY,523,265,0.5066921606118547,0.5200764818355641,272.0,136.0,0.06666666666666667,266,257,0.5639097744360902,0.4474708171206226
09:00,10,QUARTER,1.5,ANY,523,317,0.6061185468451242,0.5152963671128107,269.5,134.75,0.03333333333333333,272,251,0.6066176470588235,0.6055776892430279
09:00,10,HALF,3.0,DOWN,251,95,0.3784860557768924,0.5139442231075697,129.0,64.5,0.36666666666666664,0,251,0.0,0.3784860557768924
10:00,5,HALF,6.0,ANY,523,113,0.21606118546845124,0.5124282982791587,268.0,134.0,0.25,247,276,0.2793522267206478,0.15942028985507245
10:00,10,FULL,3.0,UP,265,100,0.37735849056603776,0.5094339622641509,135.0,67.5,0.75,265,0,0.37735849056603776,0.0
10:00,30,QUARTER,2.0,ANY,523,263,0.502868068833652,0.5086042065009561,266.0,133.0,0.1,292,231,0.5171232876712328,0.48484848484848486
11:00,5,HALF,4.0,ANY,523,157,0.30019120458891013,0.5009560229445507,262.0,131.0,0.3,267,256,0.3146067415730337,0.28515625
10:00,10,HALF,6.0,ANY,523,112,0.21414913957934992,0.49904397705544934,261.0,130.5,0.4,266,257,0.2669172932330827,0.15953307392996108
11:00,15,QUARTER,2.0,ANY,523,261,0.49904397705544934,0.497131931166348,260.0,130.0,0.1,268,255,0.5597014925373134,0.43529411764705883
11:00,15,QUARTER,1.5,ANY,523,313,0.5984703632887189,0.4961759082217973,259.5,129.75,0.06666666666666667,268,255,0.6529850746268657,0.5411764705882353
10:00,10,QUARTER,1.0,ANY,523,390,0.745697896749522,0.491395793499044,257.0,128.5,0.016666666666666666,266,257,0.7781954887218046,0.7120622568093385
10:00,30,QUARTER,1.5,ANY,523,312,0.5965583173996176,0.491395793499044,257.0,128.5,0.06666666666666667,292,231,0.6164383561643836,0.5714285714285714
10:00,5,FULL,3.0,UP,247,92,0.3724696356275304,0.4898785425101215,121.0,60.5,0.5666666666666667,247,0,0.3724696356275304,0.0
10:00,5,QUARTER,1.0,ANY,523,389,0.7437858508604207,0.4875717017208413,255.0,127.5,0.016666666666666666,247,276,0.7530364372469636,0.7355072463768116
11:00,5,HALF,1.5,ANY,523,311,0.5946462715105163,0.48661567877629064,254.5,127.25,0.1,267,256,0.6179775280898876,0.5703125
10:00,5,HALF,8.0,ANY,521,86,0.16506717850287908,0.4856046065259117,253.0,126.5,0.26666666666666666,246,275,0.22357723577235772,0.11272727272727273
11:00,5,HALF,3.0,ANY,523,194,0.37093690248565964,0.4837476099426386,253.0,126.5,0.21666666666666667,267,256,0.38202247191011235,0.359375
11:00,5,HALF,2.0,ANY,523,258,0.4933078393881453,0.47992351816443596,251.0,125.5,0.15,267,256,0.5093632958801498,0.4765625
09:00,15,QUARTER,1.5,ANY,523,308,0.5889101338432122,0.4722753346080306,247.0,123.5,0.05,269,254,0.5836431226765799,0.594488188976378
09:00,10,HALF,2.0,DOWN,251,123,0.4900398406374502,0.4701195219123506,118.0,59.0,0.21666666666666667,0,251,0.0,0.4900398406374502
10:00,5,HALF,5.0,ANY,523,128,0.2447418738049713,0.4684512428298279,245.0,122.5,0.23333333333333334,247,276,0.3157894736842105,0.18115942028985507
11:00,10,QUARTER,1.5,ANY,523,307,0.5869980879541109,0.46749521988527726,244.5,122.25,0.05,266,257,0.6353383458646616,0.5369649805447471
09:00,5,HALF,2.0,DOWN,250,122,0.488,0.464,116.0,58.0,0.13333333333333333,0,250,0.0,0.488
10:00,10,FULL,4.0,UP,263,77,0.29277566539923955,0.46387832699619774,122.0,61.0,0.85,263,0,0.29277566539923955,0.0
09:00,5,QUARTER,1.0,ANY,523,382,0.7304015296367112,0.4608030592734226,241.0,120.5,0.016666666666666666,273,250,0.717948717948718,0.744
10:00,10,HALF,5.0,ANY,523,127,0.24282982791587,0.4569789674952199,239.0,119.5,0.36666666666666664,266,257,0.2932330827067669,0.19066147859922178
09:00,5,HALF,10.0,ANY,522,69,0.13218390804597702,0.4540229885057471,237.0,118.5,0.43333333333333335,272,250,0.1323529411764706,0.132
09:00,5,HALF,2.5,ANY,523,217,0.4149139579349904,0.4521988527724665,236.5,118.25,0.18333333333333332,273,250,0.40293040293040294,0.428
10:00,15,HALF,6.0,ANY,521,108,0.2072936660268714,0.4510556621880998,235.0,117.5,0.4666666666666667,269,252,0.241635687732342,0.17063492063492064
11:00,5,HALF,1.0,ANY,523,379,0.7246653919694073,0.44933078393881454,235.0,117.5,0.05,267,256,0.7640449438202247,0.68359375
11:00,15,QUARTER,3.0,ANY,523,189,0.361376673040153,0.44550669216061184,233.0,116.5,0.15,268,255,0.4141791044776119,0.3058823529411765
11:00,15,QUARTER,2.5,ANY,523,215,0.4110898661567878,0.43881453154875716,229.5,114.75,0.13333333333333333,268,255,0.47388059701492535,0.34509803921568627
10:00,15,HALF,10.0,ANY,520,68,0.13076923076923078,0.43846153846153846,228.0,114.0,0.5166666666666667,269,251,0.17472118959107807,0.08366533864541832
11:00,5,HALF,3.0,DOWN,256,92,0.359375,0.4375,112.0,56.0,0.21666666666666667,0,256,0.0,0.359375
10:00,15,HALF,3.0,ANY,521,187,0.35892514395393477,0.43570057581573896,227.0,113.5,0.3333333333333333,269,252,0.3940520446096654,0.32142857142857145
09:00,30,QUARTER,10.0,ANY,522,68,0.13026819923371646,0.4329501915708812,226.0,113.0,0.25,256,266,0.1640625,0.09774436090225563
10:00,5,FULL,10.0,ANY,515,67,0.13009708737864079,0.43106796116504853,222.0,111.0,0.7333333333333333,243,272,0.16872427983539096,0.09558823529411764
09:00,15,QUARTER,1.0,ANY,523,374,0.7151051625239006,0.43021032504780116,225.0,112.5,0.03333333333333333,269,254,0.6951672862453532,0.7362204724409449
11:00,5,HALF,2.0,DOWN,256,122,0.4765625,0.4296875,110.0,55.0,0.15,0,256,0.0,0.4765625
11:00,5,HALF,5.0,DOWN,256,61,0.23828125,0.4296875,110.0,55.0,0.35,0,256,0.0,0.23828125
10:00,5,FULL,4.0,UP,245,70,0.2857142857142857,0.42857142857142855,105.0,52.5,0.65,245,0,0.2857142857142857,0.0
09:00,10,QUARTER,1.0,ANY,523,373,0.7131931166347992,0.42638623326959846,223.0,111.5,0.016666666666666666,272,251,0.6911764705882353,0.7370517928286853
10:00,30,QUARTER,1.0,ANY,523,373,0.7131931166347992,0.42638623326959846,223.0,111.5,0.03333333333333333,292,231,0.7191780821917808,0.7056277056277056
11:00,5,HALF,4.0,DOWN,256,73,0.28515625,0.42578125,109.0,54.5,0.3,0,256,0.0,0.28515625
10:00,5,HALF,4.0,ANY,523,149,0.28489483747609945,0.42447418738049714,222.0,111.0,0.2,247,276,0.3522267206477733,0.2246376811594203
09:00,5,HALF,3.0,DOWN,250,89,0.356,0.424,106.0,53.0,0.2583333333333333,0,250,0.0,0.356
09:00,5,HALF,1.0,ANY,523,372,0.7112810707456979,0.4225621414913958,221.0,110.5,0.05,273,250,0.7032967032967034,0.72
09:00,5,HALF,2.0,ANY,523,248,0.47418738049713194,0.4225621414913958,221.0,110.5,0.15,273,250,0.46153846153846156,0.488
09:00,5,HALF,1.5,ANY,523,296,0.5659655831739961,0.4149139579349904,217.0,108.5,0.1,273,250,0.5567765567765568,0.576
10:00,10,HALF,3.0,ANY,523,185,0.35372848948374763,0.4149139579349904,217.0,108.5,0.26666666666666666,266,257,0.39849624060150374,0.30739299610894943
10:00,10,HALF,2.5,ANY,523,211,0.40344168260038243,0.41204588910133844,215.5,107.75,0.21666666666666667,266,257,0.4548872180451128,0.35019455252918286
11:00,10,HALF,5.0,UP,264,62,0.23484848484848486,0.4090909090909091,108.0,54.0,0.5333333333333333,264,0,0.23484848484848486,0.0
09:00,5,HALF,3.0,ANY,523,184,0.35181644359464626,0.4072657743785851,213.0,106.5,0.25,273,250,0.34798534798534797,0.356
10:00,15,HALF,5.0,ANY,521,122,0.23416506717850288,0.4049904030710173,211.0,105.5,0.45,269,252,0.26765799256505574,0.1984126984126984
09:00,10,HALF,4.0,ANY,523,146,0.27915869980879543,0.39579349904397704,207.0,103.5,0.4,272,251,0.2426470588235294,0.3187250996015936
10:00,10,HALF,4.0,ANY,523,146,0.27915869980879543,0.39579349904397704,207.0,103.5,0.3333333333333333,266,257,0.31954887218045114,0.23735408560311283
11:00,10,FULL,3.0,UP,261,91,0.3486590038314176,0.3946360153256705,103.0,51.5,1.7333333333333334,261,0,0.3486590038314176,0.0
10:00,10,HALF,2.0,ANY,523,243,0.4646271510516252,0.3938814531548757,206.0,103.0,0.18333333333333332,266,257,0.5300751879699248,0.3968871595330739
09:00,5,HALF,3.0,UP,273,95,0.34798534798534797,0.39194139194139194,107.0,53.5,0.23333333333333334,273,0,0.34798534798534797,0.0
10:00,15,HALF,4.0,ANY,521,145,0.2783109404990403,0.3915547024952015,204.0,102.0,0.4,269,252,0.3048327137546468,0.25
11:00,5,FULL,5.0,UP,259,60,0.23166023166023167,0.38996138996138996,101.0,50.5,0.95,259,0,0.23166023166023167,0.0
10:00,15,HALF,2.5,ANY,523,207,0.39579349904397704,0.3852772466539197,201.5,100.75,0.3,271,252,0.44280442804428044,0.34523809523809523
09:00,5,HALF,2.0,UP,273,126,0.46153846153846156,0.38461538461538464,105.0,52.5,0.15,273,0,0.46153846153846156,0.0
09:00,30,QUARTER,3.0,ANY,523,181,0.34608030592734224,0.384321223709369,201.0,100.5,0.16666666666666666,257,266,0.39299610894941633,0.3007518796992481
11:00,5,FULL,3.0,UP,266,92,0.3458646616541353,0.38345864661654133,102.0,51.0,0.7333333333333333,266,0,0.3458646616541353,0.0
09:00,10,HALF,2.0,ANY,523,241,0.4608030592734226,0.3824091778202677,200.0,100.0,0.23333333333333334,272,251,0.4338235294117647,0.4900398406374502
11:00,15,QUARTER,1.0,ANY,523,361,0.6902485659655831,0.38049713193116635,199.0,99.5,0.03333333333333333,268,255,0.7126865671641791,0.6666666666666666
09:00,30,QUARTER,5.0,ANY,522,120,0.22988505747126436,0.3793103448275862,198.0,99.0,0.2,256,266,0.28125,0.18045112781954886
09:00,10,HALF,2.5,ANY,523,206,0.3938814531548757,0.37858508604206503,198.0,99.0,0.3,272,251,0.35294117647058826,0.43824701195219123
10:00,5,HALF,2.0,ANY,523,240,0.4588910133843212,0.37667304015296366,197.0,98.5,0.11666666666666667,247,276,0.5263157894736842,0.39855072463768115
11:00,15,QUARTER,4.0,ANY,523,144,0.27533460803059273,0.37667304015296366,197.0,98.5,0.21666666666666667,268,255,0.30597014925373134,0.24313725490196078
10:00,5,HALF,2.5,ANY,523,205,0.3919694072657744,0.37189292543021035,194.5,97.25,0.15,247,276,0.46963562753036436,0.322463768115942
10:00,5,HALF,3.0,ANY,523,179,0.3422562141491396,0.3690248565965583,193.0,96.5,0.16666666666666666,247,276,0.42105263157894735,0.2717391304347826
09:00,10,HALF,1.5,ANY,523,286,0.5468451242829828,0.367112810707457,192.0,96.0,0.16666666666666666,272,251,0.5257352941176471,0.5697211155378487
10:00,5,FULL,5.0,ANY,519,118,0.22736030828516376,0.36416184971098264,189.0,94.5,0.6833333333333333,245,274,0.2612244897959184,0.19708029197080293
09:00,10,HALF,1.0,ANY,523,356,0.6806883365200764,0.361376673040153,189.0,94.5,0.1,272,251,0.6801470588235294,0.6812749003984063
09:00,30,QUARTER,4.0,ANY,522,142,0.2720306513409962,0.36015325670498083,188.0,94.0,0.18333333333333332,256,266,0.3203125,0.22556390977443608
10:00,15,HALF,2.0,ANY,523,237,0.45315487571701724,0.35946462715105165,188.0,94.0,0.25,271,252,0.5018450184501845,0.4007936507936508
09:00,5,HALF,4.0,ANY,523,142,0.27151051625239003,0.3575525812619503,187.0,93.5,0.31666666666666665,273,250,0.2673992673992674,0.276
09:00,30,QUARTER,1.0,ANY,523,354,0.6768642447418738,0.35372848948374763,185.0,92.5,0.03333333333333333,257,266,0.7003891050583657,0.6541353383458647
10:00,5,HALF,1.5,ANY,523,282,0.5391969407265774,0.3479923518164436,182.0,91.0,0.08333333333333333,247,276,0.6032388663967612,0.48188405797101447
09:00,10,HALF,3.0,ANY,523,176,0.3365200764818356,0.34608030592734224,181.0,90.5,0.35,272,251,0.2977941176470588,0.3784860557768924
09:00,30,QUARTER,2.5,ANY,523,201,0.384321223709369,0.3451242829827916,180.5,90.25,0.13333333333333333,257,266,0.43190661478599224,0.3383458646616541
09:00,15,HALF,1.5,ANY,523,281,0.5372848948374761,0.34321223709369025,179.5,89.75,0.2,269,254,0.5092936802973977,0.5669291338582677
10:00,5,HALF,1.0,ANY,523,351,0.6711281070745698,0.3422562141491396,179.0,89.5,0.05,247,276,0.7044534412955465,0.6413043478260869
11:00,10,QUARTER,1.0,ANY,523,351,0.6711281070745698,0.3422562141491396,179.0,89.5,0.03333333333333333,266,257,0.6954887218045113,0.6459143968871596
10:00,15,FULL,5.0,ANY,511,114,0.22309197651663404,0.3385518590998043,173.0,86.5,0.95,262,249,0.25190839694656486,0.1927710843373494
11:00,30,QUARTER,1.5,ANY,523,280,0.5353728489483748,0.3384321223709369,177.0,88.5,0.11666666666666667,274,249,0.551094890510949,0.5180722891566265
11:00,30,QUARTER,2.5,ANY,523,200,0.3824091778202677,0.3384321223709369,177.0,88.5,0.23333333333333334,274,249,0.40875912408759124,0.3534136546184739
